query_id,domain_id,is_relevant_domain,relevance_strength,dominant_intent_match
q-rf_3967_exodus-sanity_appendix_v3-0646,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0647,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0648,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0648,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0649,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0650,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0650,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0651,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0652,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0652,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0653,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0654,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0655,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0656,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0657,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0658,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0659,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0660,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0661,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0662,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0663,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0664,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0664,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0665,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0666,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0667,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0668,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0669,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0670,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0671,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0672,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0673,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0674,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0675,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0676,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0677,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0678,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0678,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0679,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0680,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0681,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0682,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0682,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0683,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0684,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0685,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0686,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0687,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0688,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0689,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0690,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0691,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0692,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0692,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0693,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0694,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0694,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0695,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0696,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0697,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0698,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0699,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0700,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0701,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0702,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0703,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0704,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0705,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0706,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0707,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0708,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0709,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0710,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0711,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0712,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0713,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0714,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0715,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0716,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0717,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0718,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0718,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0719,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0720,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0721,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0722,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0723,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0724,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0725,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0726,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0727,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0728,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0729,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0730,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0731,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0732,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0733,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0734,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0735,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0736,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0737,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0738,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0739,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0740,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0741,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0742,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0743,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0744,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0745,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0746,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0747,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0748,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0749,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0750,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0751,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0752,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0753,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0754,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0755,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0756,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0757,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0758,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0759,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0760,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0761,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0762,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0763,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0764,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0765,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0766,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0767,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0768,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0769,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0770,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0771,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0772,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0773,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0774,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0775,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0776,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0777,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0778,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0779,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0780,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0780,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0781,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0782,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0783,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0784,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0785,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0786,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0787,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0788,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0789,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0790,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0791,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0792,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0793,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0794,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0795,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0796,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0797,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0798,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0799,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0800,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0800,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0801,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0802,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0803,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0804,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0805,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0806,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0807,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0808,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0809,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0810,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0811,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0812,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0813,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0814,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0815,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0816,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0817,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0818,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0819,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0820,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0821,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0822,domain-05,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0823,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0824,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0825,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0826,domain-08,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0827,domain-04,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0828,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0829,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0830,domain-06,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0831,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0832,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0833,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0834,domain-07,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0835,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0836,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0837,domain-02,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0838,domain-03,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0839,domain-01,1,strong,1
q-rf_3967_exodus-sanity_appendix_v3-0840,domain-01,1,strong,1
